a	b	nSites	R0	R1	KING
27	46	7796	1.463201	0.148518	-0.264980
27	47	1959	2.247417	0.103728	-0.372059
27	48	6911	3.678501	0.095408	-0.722157
27	49	6876	3.166022	0.117946	-0.729177
27	50	6649	2.942452	0.121778	-0.672002
27	51	7222	3.054208	0.111646	-0.646417
27	52	7137	2.461365	0.143081	-0.600937
27	53	7383	3.454081	0.100145	-0.692513
27	54	8329	1.052165	0.157390	-0.151248
27	55	6228	2.941035	0.118270	-0.649710
28	29	492	38444360.634109	0.000000	-2.169012
28	30	29	694.375322	0.000797	-2.471129
28	31	465	156710.500065	0.000004	-2.599982
28	32	305	0.547462	0.373357	-0.022979
28	33	70	33014067.770869	0.000000	-1.444274
28	34	2	37779562.088772	0.000000	-1.295945
28	35	306	5.484259	0.054048	-0.663781
28	36	324	14789.963542	0.000010	-0.355479
28	37	333	7.626144	0.041764	-0.778050
28	38	290	0.041339	0.185836	0.124980
28	39	358	9.159481	0.062172	-1.940502
28	40	131	20400.568847	0.000012	-0.665831
28	41	334	500832.088736	0.000001	-1.978424
28	42	194	0.396412	1.005667	0.079746
28	43	326	364885.143281	0.000001	-2.171070
28	44	376	44.844827	0.010987	-1.841163
28	45	378	32.903647	0.014931	-1.796639
28	46	353	7.567120	0.053805	-1.085711
28	47	315	2.020168	0.302019	-0.923866
28	48	305	1620170.166163	0.000000	-1.084814
28	49	312	5617217.887681	0.000000	-1.874203
28	50	309	440632.582930	0.000001	-2.141408
28	51	382	78618.706621	0.000007	-2.374747
28	52	302	765161.314379	0.000000	-1.029747
28	53	352	379904113.090218	0.000000	-1.824464
28	54	364	3.965628	0.112479	-1.000916
28	55	295	1453840.648197	0.000000	-1.329438
29	30	182	29386.900476	0.000013	-1.275024
29	31	9863	2.955718	0.125005	-0.697253
29	32	436	3.890092	0.169709	-1.694059
29	33	242	3.212332	0.160652	-1.082270
29	34	38	87958115.195993	0.000000	-1.261494
29	35	423	12.380993	0.038892	-1.549924
29	36	480	9.281912	0.049879	-1.375772
29	37	670	13.001134	0.040822	-1.852610
29	38	465	6.678180	0.051421	-0.836642
29	39	8008	3.402528	0.112319	-0.773938
29	40	1395	3.301149	0.093986	-0.599900
29	41	7674	2.778555	0.125622	-0.634534
29	42	212	9.869156	0.056248	-1.890984
29	43	8284	3.831645	0.092976	-0.746687
29	44	9004	3.177903	0.115622	-0.716885
29	45	8957	2.879896	0.126774	-0.679178
29	46	9443	1.990451	0.133204	-0.396565
29	47	2088	2.754381	0.125885	-0.627144
29	48	8501	3.740332	0.092257	-0.712247
29	49	8204	3.431383	0.109799	-0.763764
29	50	7928	3.887925	0.088516	-0.720105
29	51	9459	3.399199	0.102189	-0.691388
29	52	8377	2.848427	0.128353	-0.676528
29	53	8719	3.107848	0.109565	-0.650407
29	54	9939	1.187534	0.176055	-0.211793
29	55	7103	3.854880	0.092787	-0.752008
30	31	193	17598267.362983	0.000000	-2.992054
30	32	29	1978850390898779578777468928.000000	0.000000	-0.323643
30	33	10	0.000000	0.000001	0.000001
30	34	-1	-1	-1	-1
30	35	25	497961951950608770061111897588490351819999239774889050112.000000	0.000000	-1.984745
30	36	28	262406173.322440	0.000000	-0.642704
30	37	50	21860660.201027	0.000000	-4.250783
30	38	42	1428044674.767357	0.000000	-0.862749
30	39	163	1303907.859997	0.000000	-1.999631
30	40	60	6974882.424512	0.000000	-0.300484
30	41	191	22606216108.097721	0.000000	-1.883820
30	42	28	4681424039819415552.000000	0.000000	-4.930602
30	43	173	5919.411591	0.000085	-2.038560
30	44	184	26969.380477	0.000017	-1.619012
30	45	187	1383867.170475	0.000000	-1.582954
30	46	179	6451408.703205	0.000000	-0.573309
30	47	91	11731.200051	0.000007	-0.190179
30	48	181	216602.390253	0.000002	-1.617975
30	49	168	5205969.032192	0.000000	-1.441992
30	50	175	2679994797.572812	0.000000	-1.045628
30	51	183	90890.215575	0.000005	-1.748908
30	52	164	8019.426354	0.000040	-0.939039
30	53	178	69423.754668	0.000006	-1.262476
30	54	188	3385971631.216965	0.000000	-0.405951
30	55	166	828070955.360790	0.000000	-0.891842
31	32	393	6.170206	0.094610	-1.772080
31	33	214	3.522182	0.145818	-1.132816
31	34	43	0.704718	0.374343	-0.103220
31	35	387	16.581525	0.027336	-1.461980
31	36	438	10.669894	0.041003	-1.294015
31	37	593	287706.987112	0.000002	-1.686774
31	38	452	6.891034	0.054466	-0.949001
31	39	7173	3.386754	0.113597	-0.778486
31	40	1324	3.026178	0.097137	-0.545106
31	41	7049	3.363158	0.108105	-0.726031
31	42	216	15.047171	0.035141	-1.888019
31	43	7274	3.657434	0.107744	-0.828306
31	44	7812	3.526909	0.102410	-0.734886
31	45	7890	2.781444	0.136516	-0.697295
31	46	8328	1.729788	0.150406	-0.355488
31	47	1988	2.674935	0.119176	-0.563745
31	48	7541	4.110173	0.090916	-0.812277
31	49	7312	3.716135	0.097107	-0.749525
31	50	7072	3.319176	0.114372	-0.759456
31	51	8204	3.342102	0.106869	-0.709182
31	52	7563	2.731476	0.125427	-0.616322
31	53	7662	3.172419	0.103141	-0.627101
31	54	8804	1.087535	0.172985	-0.175559
31	55	6677	3.641993	0.104966	-0.796960
32	33	80	1.111276	0.387154	-0.352150
32	34	-1	-1	-1	-1
32	35	335	1.744090	0.084538	-0.205890
32	36	371	0.467428	0.167557	0.008685
32	37	350	1.121485	0.240252	-0.246582
32	38	323	0.000005	0.437904	0.233446
32	39	217	571285.208304	0.000001	-2.704470
32	40	63	927439.357285	0.000000	-0.097185
32	41	219	2048.118056	0.000210	-1.510736
32	42	222	0.157782	1.134084	0.251263
32	43	204	8.081727	0.077283	-2.211127
32	44	254	11.315882	0.048316	-1.900672
32	45	271	8.028348	0.075607	-2.091792
32	46	230	22.947509	0.022718	-1.946002
32	47	319	0.309686	1.195021	0.150617
32	48	164	21.502522	0.010023	-0.523321
32	49	184	1579368.016909	0.000000	-1.324480
32	50	175	212332.982528	0.000002	-1.971357
32	51	273	9.325139	0.064053	-2.129917
32	52	198	38.424357	0.012931	-1.854137
32	53	246	11.004034	0.053607	-2.176964
32	54	273	5.359259	0.124697	-2.085427
32	55	159	414018134.136230	0.000000	-1.217406
33	34	6	1054127.110300	0.000000	-0.427267
33	35	65	3.071116	0.039192	-0.210363
33	36	89	2.570907	0.030055	-0.126654
33	37	85	3.449174	0.060880	-0.393840
33	38	85	2.132437	0.042469	-0.139439
33	39	166	17840.275559	0.000026	-1.714093
33	40	95	2811665519.276405	0.000000	-0.492712
33	41	152	1.599302	0.231611	-0.465976
33	42	24	0.504127	0.358243	-0.001925
33	43	149	1.683003	0.287549	-0.623508
33	44	151	54317.848893	0.000010	-2.266340
33	45	169	1.093764	0.354491	-0.318613
33	46	157	3.611041	0.075059	-0.531269
33	47	103	4496234.077503	0.000000	-0.473294
33	48	131	475838.763791	0.000001	-1.225247
33	49	129	2185361803.891146	0.000000	-0.925501
33	50	140	22789825.986766	0.000000	-1.589102
33	51	157	8.751237	0.060453	-1.685542
33	52	150	59042.967152	0.000004	-0.678463
33	53	160	4.905020	0.127030	-1.773661
33	54	163	1167961.108440	0.000000	-0.311977
33	55	138	1915097.013730	0.000000	-2.773886
34	35	-1	-1	-1	-1
34	36	-1	-1	-1	-1
34	37	3	186553.662391	0.000004	-4.504762
34	38	-1	-1	-1	-1
34	39	37	4903239305443763171617702277330781140070054528504536850497536.000000	0.000000	-2.999334
34	40	21	594327.328061	0.000000	-0.225553
34	41	41	78665325369.273499	0.000000	-0.142556
34	42	-1	-1	-1	-1
34	43	25	168844578964823086350892067713995698205581986607007391886646705360519551153831149568.000000	0.000000	-1.063436
34	44	34	6425135583694644181442338977156227194191790473961623131702650672005759595538496111896444503818232497948389424687196349340758898929980388145037421798560812829280371431374769796564443313879698023070551381001197584384.000000	0.000000	-2.331809
34	45	42	2.395957	0.211688	-0.876142
34	46	37	6276751.322857	0.000000	-0.358494
34	47	20	1740735290483009135476473856.000000	0.000000	-0.535166
34	48	30	1851300297.795408	0.000000	-2.571320
34	49	32	3117.958296	0.000068	-0.538601
34	50	32	8950136.153337	0.000000	-0.499538
34	51	36	3055962.484580	0.000000	-0.394394
34	52	30	2240784975647458592792670321409299316736.000000	0.000000	-1.199353
34	53	35	8113780281906621697277440493693096307448469045148734982058960018842102358125626888720220160.000000	0.000000	-1.428018
34	54	41	818529.914413	0.000000	-0.095129
34	55	32	66856269.359910	0.000000	-1.249497
35	36	432	0.020719	3.351077	0.420848
35	37	432	0.016832	1.384767	0.357199
35	38	368	0.030075	3.592666	0.418033
35	39	219	9.669428	0.066364	-2.478588
35	40	58	43824.515968	0.000004	-0.365756
35	41	207	194081.957611	0.000003	-2.338296
35	42	195	0.574413	0.374108	-0.036312
35	43	194	5.211666	0.160324	-3.114416
35	44	250	4372994.749552	0.000000	-2.352230
35	45	266	18.293186	0.035696	-3.036089
35	46	190	17.566680	0.038727	-3.328353
35	47	264	2.026667	0.179663	-0.551211
35	48	157	51726.988739	0.000007	-1.189094
35	49	163	47903.199705	0.000011	-2.245275
35	50	160	461050.890854	0.000001	-3.763970
35	51	256	8.466720	0.080114	-2.648726
35	52	178	290364.424463	0.000002	-2.457846
35	53	228	89013.012201	0.000007	-2.931531
35	54	251	16.240895	0.042474	-3.384176
35	55	148	225503.003425	0.000002	-1.814344
36	37	452	0.032462	2.036134	0.380319
36	38	418	0.000002	8.984780	0.473640
36	39	212	61409.327533	0.000009	-2.454494
36	40	57	1287754.379638	0.000000	-0.527047
36	41	211	17171886.513143	0.000000	-2.083119
36	42	203	1.058278	0.148053	-0.145081
36	43	186	15.713753	0.047488	-4.142977
36	44	237	12829.733440	0.000038	-1.872941
36	45	262	13.478427	0.047155	-2.668203
36	46	193	553691.743566	0.000001	-3.895598
36	47	252	2.515794	0.087536	-0.369597
36	48	142	8.120839	0.042915	-0.887121
36	49	142	117676.228826	0.000004	-1.974653
36	50	141	130598.446394	0.000005	-3.231231
36	51	242	13.381130	0.046538	-2.549085
36	52	179	303474233.915777	0.000000	-2.347123
36	53	225	333421.153070	0.000002	-2.435122
36	54	231	42.981060	0.014952	-3.280246
36	55	149	1169125.202756	0.000000	-1.555315
37	38	406	0.034413	1.638971	0.361519
37	39	399	219548.420762	0.000002	-1.927458
37	40	154	3.535588	0.082924	-0.576908
37	41	390	1838724.730108	0.000000	-1.634265
37	42	223	0.515454	0.469343	-0.008550
37	43	391	5.820251	0.112701	-2.105869
37	44	449	26.104671	0.018408	-1.694561
37	45	471	14.235082	0.044411	-2.671759
37	46	395	5.915749	0.063985	-0.924756
37	47	422	1.563572	0.204371	-0.399126
37	48	351	70625783.038834	0.000000	-1.616814
37	49	343	219453.362581	0.000002	-1.024751
37	50	344	830942.108178	0.000001	-2.065202
37	51	455	9.919844	0.053615	-1.755504
37	52	370	191509480.027812	0.000000	-1.720640
37	53	412	13.805950	0.035501	-1.626423
37	54	460	4.654617	0.104910	-1.208207
37	55	355	2073762.556249	0.000000	-1.151147
38	39	252	6.124410	0.085762	-1.492732
38	40	82	12561952.174173	0.000000	-0.097858
38	41	257	6.855088	0.072409	-1.419275
38	42	200	0.127111	1.036990	0.262855
38	43	204	8.683476	0.083518	-3.093988
38	44	267	34.975945	0.013320	-1.637856
38	45	269	9.122037	0.057790	-1.693576
38	46	215	69474.109661	0.000008	-2.239379
38	47	246	0.511078	0.332314	-0.004925
38	48	186	2184829.114496	0.000000	-1.135003
38	49	176	123743.771274	0.000003	-1.383019
38	50	180	16.768468	0.038095	-2.833838
38	51	252	10.332857	0.056040	-2.067538
38	52	215	386590.470065	0.000001	-1.570043
38	53	256	58113153.139375	0.000000	-1.386474
38	54	276	4.139346	0.134906	-1.380315
38	55	185	103453.233348	0.000004	-1.157616
39	40	1274	2.483312	0.116743	-0.490767
39	41	6874	3.422602	0.112627	-0.783932
39	42	174	61679.267407	0.000010	-3.670671
39	43	6805	3.792502	0.096578	-0.769117
39	44	7160	3.042824	0.121085	-0.704787
39	45	7080	3.346548	0.111138	-0.744069
39	46	7797	1.786270	0.143392	-0.357911
39	47	1900	2.109115	0.138953	-0.454068
39	48	6934	4.257010	0.083736	-0.775820
39	49	6801	3.253066	0.110512	-0.706300
39	50	6789	3.858499	0.094837	-0.773317
39	51	7246	3.647672	0.095270	-0.711431
39	52	6988	2.762729	0.125119	-0.625958
39	53	7245	3.314012	0.106014	-0.693216
39	54	8104	1.154177	0.163640	-0.188068
39	55	6521	4.066004	0.092445	-0.814968
40	41	1296	0.956196	0.233537	-0.171316
40	42	59	0.000002	0.263146	0.172408
40	43	1231	2.290679	0.112781	-0.417601
40	44	1233	1.713259	0.179479	-0.414194
40	45	1300	2.557222	0.096386	-0.419084
40	46	1337	0.932591	0.232167	-0.160974
40	47	721	0.260607	0.521456	0.130919
40	48	1343	0.313324	0.380104	0.086473
40	49	1240	2.144704	0.138816	-0.465983
40	50	1252	2.103640	0.095763	-0.310217
40	51	1308	1.981496	0.092081	-0.272372
40	52	1317	1.481973	0.225700	-0.396862
40	53	1277	1.805291	0.160153	-0.405450
40	54	1374	0.420776	0.250466	0.028438
40	55	1245	2.155487	0.134372	-0.454395
41	42	176	5.728149	0.080567	-1.204108
41	43	6929	2.877819	0.122831	-0.654734
41	44	7201	3.076851	0.120291	-0.712197
41	45	6936	2.750456	0.130643	-0.651931
41	46	7880	1.331160	0.167057	-0.249791
41	47	1926	1.291353	0.190718	-0.265912
41	48	6806	3.297394	0.102035	-0.657966
41	49	6738	3.113521	0.116186	-0.697554
41	50	6562	2.668133	0.127414	-0.603910
41	51	7037	3.391576	0.100634	-0.676756
41	52	6952	2.645790	0.120688	-0.561721
41	53	7191	2.862147	0.117846	-0.619699
41	54	8156	0.878146	0.187724	-0.117276
41	55	6322	3.634745	0.096820	-0.721150
42	43	154	20278511.540320	0.000000	-2.922203
42	44	187	51.917830	0.010044	-2.071401
42	45	186	29.859391	0.016610	-1.815343
42	46	166	5.790580	0.094179	-1.549790
42	47	217	0.712279	0.760322	-0.163107
42	48	137	531456.343916	0.000000	-0.548302
42	49	145	74660190.960558	0.000000	-0.813099
42	50	139	414382.155203	0.000001	-2.291421
42	51	169	16.557117	0.031284	-1.844763
42	52	137	7849925.235800	0.000000	-1.135051
42	53	173	1933292.226395	0.000000	-1.432904
42	54	184	2.899327	0.206462	-1.216640
42	55	143	98527.723904	0.000003	-0.899096
43	44	7597	3.600624	0.098619	-0.726192
43	45	7625	3.323000	0.108338	-0.714020
43	46	8365	1.713073	0.132460	-0.309601
43	47	1930	1.016660	0.285918	-0.230608
43	48	7421	3.733525	0.090624	-0.695299
43	49	7217	3.537404	0.100394	-0.721185
43	50	7152	3.533437	0.097882	-0.698711
43	51	7839	3.383240	0.107386	-0.727266
43	52	7496	3.561812	0.094329	-0.677442
43	53	7661	3.041720	0.112659	-0.648845
43	54	8705	1.072500	0.170652	-0.168696
43	55	6700	4.280566	0.084004	-0.785685
44	45	8099	3.417972	0.104790	-0.718275
44	46	8719	1.460381	0.162924	-0.287648
44	47	1902	2.497041	0.123286	-0.524560
44	48	7667	3.577459	0.101528	-0.744059
44	49	7653	3.309032	0.108453	-0.710106
44	50	7298	3.350530	0.104768	-0.695726
44	51	8415	2.943959	0.113062	-0.618664
44	52	7883	3.003647	0.110174	-0.620258
44	53	8091	2.942214	0.116116	-0.636832
44	54	9033	1.083606	0.164301	-0.166679
44	55	6674	3.464553	0.109446	-0.772783
45	46	8753	1.621676	0.157306	-0.333071
45	47	2023	2.049780	0.128863	-0.401998
45	48	8020	3.576718	0.095309	-0.690199
45	49	7914	3.249347	0.109425	-0.696976
45	50	7559	2.892494	0.120200	-0.644275
45	51	8826	3.069156	0.113163	-0.661502
45	52	7877	2.644494	0.135202	-0.635234
45	53	8002	2.940098	0.116152	-0.636328
45	54	9149	0.810841	0.196025	-0.098828
45	55	6703	3.116442	0.109731	-0.654373
46	47	2051	0.780532	0.257251	-0.109868
46	48	8569	1.524733	0.170119	-0.322572
46	49	8369	1.617218	0.155870	-0.328671
46	50	8100	1.302013	0.174406	-0.249392
46	51	9057	1.499129	0.164460	-0.303622
46	52	8625	1.324527	0.183913	-0.269770
46	53	8650	1.349005	0.173735	-0.265029
46	54	10125	0.485198	0.314264	0.006303
46	55	7520	1.457272	0.165574	-0.290861
47	48	1990	1.130561	0.182913	-0.199025
47	49	1919	2.568622	0.099367	-0.435724
47	50	1914	1.726059	0.148732	-0.350431
47	51	2001	2.038974	0.156169	-0.483623
47	52	1869	1.590757	0.147208	-0.302889
47	53	1911	2.375883	0.123868	-0.487418
47	54	2122	0.589061	0.349440	-0.041689
47	55	1787	2.020007	0.122727	-0.374010
48	49	7706	3.092631	0.112998	-0.668456
48	50	7490	3.014459	0.105113	-0.591697
48	51	8403	3.235000	0.111058	-0.704056
48	52	7592	3.065849	0.113025	-0.659450
48	53	7730	2.645905	0.129973	-0.608940
48	54	8891	1.088063	0.172829	-0.175593
48	55	6948	3.756144	0.095224	-0.744648
49	50	7399	2.921745	0.120760	-0.658159
49	51	8231	3.435463	0.100383	-0.688564
49	52	7531	2.508657	0.135319	-0.583804
49	53	7584	2.658660	0.130849	-0.618196
49	54	8705	1.038355	0.167607	-0.155415
49	55	6847	3.731375	0.102647	-0.806764
50	51	7923	2.839530	0.125299	-0.655201
50	52	7284	2.912095	0.113476	-0.610629
50	53	7415	2.588777	0.122666	-0.552336
50	54	8445	0.964560	0.178846	-0.140206
50	55	6688	2.934263	0.118231	-0.647089
51	52	8293	3.074293	0.110557	-0.645927
51	53	8195	2.682473	0.123019	-0.586184
51	54	9442	1.087540	0.174728	-0.177086
51	55	7129	2.864198	0.121629	-0.642659
52	53	7845	2.363730	0.140496	-0.551895
52	54	8888	0.982353	0.173771	-0.142448
52	55	6657	3.216326	0.112268	-0.706371
53	54	9102	0.798112	0.207878	-0.099166
53	55	6906	2.713674	0.123199	-0.598027
54	55	7767	1.049189	0.171471	-0.161938
